nome_fantasia,razao_social,cnpj,area_atuacao,descricao,cep,logradouro,bairro,cidade,estado,website,facebook,instagram,twitter,youtube,fundacao,num_vol,num_vol_ano,nome_resp,sobrenome_resp,cargo_resp,nome_contato,num_doacoes,doacoes,obs_doacoes,email,telefone
Araújo,Araújo Ltda.,01.439.827/0001-69,Outros/Direitos Humanos,Ex iusto est blanditiis non. Voluptatum eos excepturi harum. Earum nihil reiciendis vel nesciunt.,31603-368,Conjunto Emilly da Rosa,Marieta 1ª Seção,da Rocha dos Dourados,TO,https://araujo.br,https://facebook.com/araujo,https://instagram.com/araujo,21 984747610,https://youtube.com/araujo,2021-11-01,7,10,Yasmin,da Costa,Investigador de Polícia,Mariane,3,"ração para PETs, produtos para bebês, brinquedos","Sed fugit consequuntur culpa quia. Reiciendis cum repellat accusamus unde.
Quo dicta pariatur aperiam.
Ipsum eaque sapiente exercitationem. Vel similique alias molestiae.",araujo@ig.com.br
Costa Ltda.,Costa Ltda. - EI,48.167.503/0001-82,Esporte,Occaecati quis sint at officia asperiores officia. Reprehenderit necessitatibus quam ut quos consectetur nobis sapiente.,13769399,Morro da Cunha,Vila São Gabriel,Freitas das Flores,MA,https://costa_ltda..com,https://facebook.com/costa_ltda.,https://instagram.com/costa_ltda.,41 993783493,https://youtube.com/costa_ltda.,1973-03-27,10,20,Danilo,Moura,Viveirista,Luiz Fernando,2,"material escolar, produtos para bebês",Officia mollitia voluptate sunt aperiam illo tenetur. Adipisci recusandae aut eum libero saepe. Nostrum sapiente voluptatibus quo dolor.,costa_ltda.@ig.com.br
Nunes,Nunes S.A.,01.653.972/0001-48,Outros/Educação,"Labore eius ipsa necessitatibus itaque aliquam natus. Quidem maiores quas fugit necessitatibus minima.
In ad omnis soluta. Sint explicabo eos quod.",65746125,Fazenda Luiz Gustavo Cardoso,Nossa Senhora De Fátima,Teixeira do Sul,MS,https://nunes.com,https://facebook.com/nunes,https://instagram.com/nunes,31 988935866,https://youtube.com/nunes,1979-04-17,19,33,Lorena,da Luz,Homeopata,Thomas,4,"ração para PETs, produtos de higiene pessoal, móveis, utensílios domésticos",Doloremque ipsa illo corrupti amet impedit. Distinctio numquam a laborum amet.,nunes@gmail.com
Cardoso S/A,Cardoso S/A S.A.,81.672.349/0001-71,Conservação recursos naturais,"Beatae error quibusdam ab eius itaque. Rem rem error dolor dolore. Aspernatur minus adipisci illo vero voluptatibus.
Quidem nulla illum ullam et. Quisquam reprehenderit iste.",90270-118,Vila Davi Luiz Moraes,Vila Inestan,Pires,DF,https://cardoso_s/a.net,https://facebook.com/cardoso_s/a,https://instagram.com/cardoso_s/a,11 973005359,https://youtube.com/cardoso_s/a,1993-11-19,10,14,Clara,Ferreira,Museólogo,André,2,"alimentos não perecíveis, brinquedos",Debitis tempore modi explicabo libero. Vero fugit nam dicta perferendis sunt. Architecto autem natus minus dolorum.,cardoso_s/a@hotmail.com
da Rosa - EI,da Rosa - EI - EI,57.496.230/0001-00,Serviços jurídicos,"Deserunt temporibus quae temporibus aspernatur a nobis. Culpa repellat nisi molestiae.
Assumenda corporis ad harum harum commodi quaerat dolores.",67536-415,Estação da Luz,Silveira,Gonçalves do Amparo,PA,https://da_rosa_-_ei.com,https://facebook.com/da_rosa_-_ei,https://instagram.com/da_rosa_-_ei,21 926259170,https://youtube.com/da_rosa_-_ei,1984-09-07,1,2,João Guilherme,da Luz,Pianista,Olivia,4,"roupas de adulto, material escolar, sapatos, alimentos não perecíveis",Deleniti tempore velit delectus alias omnis. Aut corporis error sequi. Vero necessitatibus esse facere.,da_rosa_-_ei@gmail.com
Souza,Souza e Filhos,26.157.493/0001-61,Controle da poluição,Corporis deleniti labore. Distinctio ducimus odio cumque modi. Nemo iure sit quam perspiciatis illo aliquid tempore.,94604-641,Alameda Cardoso,Vila Jardim São José,Duarte,PI,https://souza.com,https://facebook.com/souza,https://instagram.com/souza,31 939521319,https://youtube.com/souza,1995-06-12,8,14,Maria,Barros,Gerente de banco,Amanda,5,"prendas, produtos de limpeza, móveis, produtos de higiene pessoal, cobertores e cobertas","Earum officiis ipsum necessitatibus totam incidunt harum. Temporibus expedita hic totam id.
Eum officia labore nisi quisquam distinctio nisi placeat. Cumque et eius corrupti.",souza@ig.com.br
Monteiro,Monteiro e Filhos,31.796.420/0001-50,Assistência a adultos,Qui quia a. Reprehenderit doloribus possimus sed error magnam. Vero repellat aperiam.,88938622,Travessa Bárbara Moreira,Vila São Gabriel Jacui,Almeida,AC,https://monteiro.com,https://facebook.com/monteiro,https://instagram.com/monteiro,51 991344181,https://youtube.com/monteiro,1992-08-12,14,17,Enrico,Cavalcanti,Transcritor,Alexandre,4,"produtos de higiene pessoal, roupas de adulto, prendas, produtos para bebês",Inventore facere culpa accusamus ipsa nesciunt. Earum enim ex. Ad eaque a corporis exercitationem doloribus quis.,monteiro@uol.com.br
Melo,Melo - ME,16.270.983/0001-16,Museus,Maxime asperiores voluptates cupiditate ea harum sed odit. Adipisci commodi nostrum quidem dolores vel.,60050672,Avenida de da Luz,Varzea Da Palma,Alves de Alves,DF,https://melo.com,https://facebook.com/melo,https://instagram.com/melo,21 935345826,https://youtube.com/melo,2017-05-14,0,0,Vitor Hugo,Pinto,Avalista,Evelyn,3,"brinquedos, produtos para bebês, roupas de adulto","Delectus maxime sapiente iure inventore sint. Natus esse aperiam. Facere impedit inventore eos.
Exercitationem consectetur molestiae.",melo@yahoo.com.br
das Neves - ME,das Neves - ME e Filhos,16.792.435/0001-56,Assistência familiar,Facere temporibus ipsa qui. Illum vero provident earum aliquam nobis quae.,61224-529,Viaduto Cardoso,Barreiro,Azevedo do Oeste,MT,https://das_neves_-_me.com,https://facebook.com/das_neves_-_me,https://instagram.com/das_neves_-_me,41 969626371,https://youtube.com/das_neves_-_me,1997-12-13,14,23,Lucca,da Cruz,Físico nuclear,Raul,3,"alimentos perecíveis, móveis, outros",Molestiae accusantium cumque illum molestias nobis. Ducimus fugiat ullam nesciunt. Dolore reiciendis quod nisi itaque.,das_neves_-_me@yahoo.com.br
Araújo,Araújo S/A,82.465.971/0001-71,Assistência a idosos e adultos,Dolores ea aperiam officiis veniam rem facilis. Excepturi nam non omnis iusto a totam. Aspernatur accusamus ea quisquam nulla accusantium perspiciatis.,77110-580,Loteamento Cunha,Vila Pinho,Pereira Grande,PR,https://araujo.com,https://facebook.com/araujo,https://instagram.com/araujo,11 933299315,https://youtube.com/araujo,1987-08-15,20,37,Levi,Costela,Apresentador,Paulo,2,"ração para PETs, alimentos não perecíveis",Praesentium nemo iste dicta optio. Sit sapiente omnis omnis animi amet tenetur.,araujo@hotmail.com
Carvalho,Carvalho Ltda.,96.815.042/0001-50,Proteção dos direitos civis,Sed ipsum architecto dolor officiis aliquid. Tempore aut reiciendis omnis. Eveniet quam quo.,73680209,Lagoa de Azevedo,Copacabana,Jesus,SP,https://carvalho.com,https://facebook.com/carvalho,https://instagram.com/carvalho,81 904774535,https://youtube.com/carvalho,1998-06-04,18,23,Lara,das Neves,Engenheiro mecânico,Otávio,4,"produtos de higiene pessoal, material escolar, produtos de limpeza, sapatos","Eius id necessitatibus incidunt assumenda velit. Asperiores repudiandae eius facilis optio quis nemo dolorum.
Nulla recusandae similique est esse. Voluptatum ea eligendi consequatur eaque suscipit.",carvalho@bol.com.br
Cunha Ribeiro S.A.,Cunha Ribeiro S.A. S.A.,79.631.850/0001-48,Proteção de animais,"Tempora blanditiis similique iure debitis aspernatur adipisci nisi.
Reprehenderit inventore aliquam soluta quis delectus assumenda molestiae.",56344-353,Trecho Jesus,Cônego Pinheiro 2ª Seção,Azevedo,PE,https://cunha_ribeiro_s.a..com,https://facebook.com/cunha_ribeiro_s.a.,https://instagram.com/cunha_ribeiro_s.a.,81 981051453,https://youtube.com/cunha_ribeiro_s.a.,1997-06-17,11,11,Lara,Moraes,Lapidário,Guilherme,1,produtos para bebês,Odio fuga iusto placeat blanditiis recusandae illum. Sunt eveniet nihil aliquam qui veniam nobis.,cunha_ribeiro_s.a.@hotmail.com
Pinto,Pinto Ltda.,90.718.643/0001-68,Assistência a adultos,"Assumenda impedit mollitia cumque rerum ipsam. Quis illo laborum molestias.
Doloribus aliquam non omnis laudantium perferendis inventore. Molestiae repellat corporis.",59956994,Área Fernandes,Vila Sumaré,Monteiro das Flores,TO,https://pinto.br,https://facebook.com/pinto,https://instagram.com/pinto,81 914267337,https://youtube.com/pinto,1997-07-11,12,18,Ana Sophia,Nogueira,Açougueiro,Breno,3,"roupas infantis, produtos de limpeza, utensílios domésticos","Debitis eius mollitia error. Iusto optio facere natus dicta.
Alias provident error. Officia eius perspiciatis ratione eveniet culpa quos.",pinto@bol.com.br
Jesus,Jesus e Filhos,37.156.402/0001-90,Sanatório,"Placeat fuga consectetur laboriosam atque. Quidem perferendis odit pariatur aspernatur at qui.
Sit similique odit. Voluptas nam quisquam impedit sequi veritatis occaecati neque.",90890-732,Rua Vitória Carvalho,Nazare,Nogueira da Prata,PA,https://jesus.com,https://facebook.com/jesus,https://instagram.com/jesus,61 915100815,https://youtube.com/jesus,1989-10-16,20,25,João Gabriel,Souza,Radialista programador,Marcos Vinicius,5,"ração para PETs, outros, alimentos perecíveis, cobertores e cobertas, utensílios domésticos","Enim molestias nesciunt inventore placeat nobis ratione. Harum necessitatibus adipisci aperiam occaecati ut laboriosam.
Saepe maxime magni earum ipsam fugit nostrum. Ipsam minima laborum eos.",jesus@yahoo.com.br
Souza - EI,Souza - EI S.A.,60.738.591/0001-20,Assistência a adultos,"Sint nisi fugiat. Itaque impedit a asperiores tenetur minima.
Optio nesciunt quasi consequuntur blanditiis totam. Nihil aliquam cum inventore. Earum vitae nostrum cumque earum harum.",37806073,Favela de Castro,Bandeirantes,Ramos Alegre,DF,https://souza_-_ei.com,https://facebook.com/souza_-_ei,https://instagram.com/souza_-_ei,41 914096670,https://youtube.com/souza_-_ei,1987-03-30,13,22,Felipe,Martins,Profissional de relações públicas,Davi Lucas,2,"alimentos não perecíveis, roupas de adulto",Perferendis perferendis ipsam dolores dolorem pariatur. Voluptate itaque inventore. Excepturi cum quam tenetur. Suscipit similique eligendi id nesciunt nisi reiciendis.,souza_-_ei@bol.com.br
Silva Martins Ltda.,Silva Martins Ltda. Ltda.,03.495.168/0001-03,Conservação recursos naturais,Error quod ipsum maxime deleniti eveniet. Deserunt et similique illum fuga. Ullam corporis incidunt quaerat possimus.,83016-528,Condomínio Enzo da Conceição,Horto,Cardoso,TO,https://silva_martins_ltda..com,https://facebook.com/silva_martins_ltda.,https://instagram.com/silva_martins_ltda.,84 939231668,https://youtube.com/silva_martins_ltda.,2014-11-16,15,22,Diogo,Caldeira,Montador,Noah,5,"outros, ração para PETs, material de construção, produtos para bebês, produtos de limpeza",Dignissimos eum tenetur amet consequatur a deleniti. Molestias aut autem quam distinctio hic perferendis dolorum.,silva_martins_ltda.@bol.com.br
Sales - EI,Sales - EI e Filhos,29.561.708/0001-01,Tratamento e Recuperação de Dependentes,"Facilis occaecati occaecati eveniet dolore sapiente.
Soluta exercitationem perspiciatis nemo error officia. Dolore quidem in facere minus ipsum harum.
Quaerat nihil nesciunt voluptas corrupti sequi.",42087191,Colônia de Alves,Nova Pampulha,Fernandes de Cardoso,RR,https://sales_-_ei.com,https://facebook.com/sales_-_ei,https://instagram.com/sales_-_ei,81 948415847,https://youtube.com/sales_-_ei,2006-05-21,3,3,Theo,Melo,Capitão,João Lucas,2,"roupas infantis, material de construção",Dolore sapiente reiciendis ipsam. Quisquam soluta facilis ab. Beatae necessitatibus quaerat animi saepe.,sales_-_ei@yahoo.com.br
Mendes da Conceição S.A.,Mendes da Conceição S.A. S.A.,56.908.327/0001-10,Profissionalização,"Mollitia mollitia commodi quae esse fugit. Aliquid ad eligendi tempore.
Ab doloribus reiciendis quae delectus molestiae. Temporibus reiciendis similique nulla recusandae. Amet aspernatur sit.",40349-946,Colônia de Rezende,Pindorama,da Cunha Grande,PR,https://mendes_da_conceicao_s.a..net,https://facebook.com/mendes_da_conceicao_s.a.,https://instagram.com/mendes_da_conceicao_s.a.,41 954470424,https://youtube.com/mendes_da_conceicao_s.a.,1989-01-31,17,30,Rafael,Lopes,Físico,Catarina,3,"ração para PETs, material de construção, outros",Quis aliquid a accusantium beatae. Est ratione occaecati atque aliquid hic corrupti nostrum.,mendes_da_conceicao_s.a.@gmail.com
da Cruz,da Cruz S.A.,36.908.217/0001-41,Saúde preventiva,"Rerum facilis eligendi ut. Accusamus dolor a eius maxime qui praesentium.
Velit a ipsa tempora cum illum nihil. Cum minus officia similique nisi similique. Exercitationem cupiditate at veniam sequi.",04216-455,Trevo de Ferreira,Alto Vera Cruz,Lopes,PB,https://da_cruz.com,https://facebook.com/da_cruz,https://instagram.com/da_cruz,81 957851267,https://youtube.com/da_cruz,2013-07-20,16,23,Maria,Melo,Cobrador de pedágio,João Gabriel,4,"produtos de limpeza, outros, roupas de adulto, produtos de higiene pessoal",Voluptatibus corrupti libero vitae quo ea. Voluptatibus aperiam neque optio pariatur placeat. Est voluptatem quisquam dolor et dolores.,da_cruz@bol.com.br
Moreira,Moreira S/A,19.753.420/0001-77,Assistência a jovens,Impedit nisi aliquid aut id quibusdam. Vitae ad in nam temporibus aliquid. In molestias quae maxime fugiat tempora. Enim quasi blanditiis dolorem.,84204433,Aeroporto Clara da Cunha,Barão Homem De Melo 1ª Seção,Rezende,DF,https://moreira.net,https://facebook.com/moreira,https://instagram.com/moreira,61 934820205,https://youtube.com/moreira,2017-07-01,6,8,João,Correia,Diretor de cinema,Joaquim,5,"ração para PETs, utensílios domésticos, produtos de limpeza, alimentos não perecíveis, roupas de cama",Laudantium vel aliquid animi totam. Ea soluta porro ab nemo.,moreira@gmail.com
Cunha,Cunha Ltda.,04.589.127/0001-49,Assistência familiar,"Eaque nisi ad modi dolore ipsam aspernatur. Quia consequatur quibusdam.
Harum temporibus veritatis magni reiciendis illum mollitia.",64244411,Viaduto Rezende,Marieta 2ª Seção,Teixeira,RN,https://cunha.br,https://facebook.com/cunha,https://instagram.com/cunha,71 942227323,https://youtube.com/cunha,1988-03-22,6,7,Juan,Azevedo,Bedel,Theo,3,"ração para PETs, brinquedos, outros","Eum laborum sed vitae accusantium.
Dignissimos occaecati mollitia corporis enim. Cupiditate sapiente voluptate veniam incidunt animi quos. Fugiat totam fugiat placeat harum.",cunha@hotmail.com
da Rosa da Cruz - EI,da Rosa da Cruz - EI e Filhos,69.734.281/0001-02,Tratamento e Recuperação de Dependentes,Possimus animi quisquam dignissimos. Exercitationem ipsa doloribus labore ipsam. Placeat quia nihil facilis accusamus. Atque dicta cupiditate adipisci exercitationem corporis maiores.,30476401,Pátio João Vitor da Luz,Vila Paquetá,Azevedo,MT,https://da_rosa_da_cruz_-_ei.br,https://facebook.com/da_rosa_da_cruz_-_ei,https://instagram.com/da_rosa_da_cruz_-_ei,81 985205690,https://youtube.com/da_rosa_da_cruz_-_ei,1974-10-08,12,15,Gabriel,Pinto,Lactarista hospitalar,Davi Lucca,4,"roupas de adulto, cobertores e cobertas, material de construção, utensílios domésticos",Deleniti veniam facere quidem atque voluptatibus placeat. Quod molestias vel totam rem saepe.,da_rosa_da_cruz_-_ei@ig.com.br
Moura,Moura e Filhos,30.257.198/0001-54,Tratamento e Recuperação de Dependentes,Eligendi occaecati repudiandae a temporibus magni aliquid. Hic aspernatur ullam eius.,65365-407,Parque Thiago Duarte,Nova America,da Cunha de da Rocha,MS,https://moura.com,https://facebook.com/moura,https://instagram.com/moura,31 960006317,https://youtube.com/moura,2006-01-13,20,21,Pedro Henrique,Silveira,Profissional de linguística,Pietra,1,ração para PETs,Ab earum ipsa eius sed consequuntur est molestiae. Maiores cum blanditiis excepturi est veniam. Est accusamus unde rerum. Minima nesciunt laudantium enim.,moura@yahoo.com.br
Ribeiro Fernandes - EI,Ribeiro Fernandes - EI - EI,10.342.796/0001-14,Conservação recursos naturais,"Fugit distinctio magni.
Ipsum rerum omnis saepe fugit nesciunt possimus asperiores. Maiores vel beatae deserunt nam possimus impedit deleniti. Odit et nesciunt minima quas.",73256-180,Estrada de Cardoso,Vila Nova Gameleira 3ª Seção,Rodrigues de Minas,PI,https://ribeiro_fernandes_-_ei.br,https://facebook.com/ribeiro_fernandes_-_ei,https://instagram.com/ribeiro_fernandes_-_ei,41 976454538,https://youtube.com/ribeiro_fernandes_-_ei,2012-12-01,5,8,João Pedro,da Paz,Bailarina,Isabelly,3,"roupas de adulto, brinquedos, produtos para bebês","Vero quod odio quae aspernatur. Esse autem soluta deserunt culpa porro tempore.
Dolorem provident molestias sequi ipsum magni. Quidem voluptas quis ratione magni.
Quidem delectus iusto libero culpa.",ribeiro_fernandes_-_ei@yahoo.com.br
Barbosa,Barbosa e Filhos,97.853.124/0001-51,Direitos da mulher,Numquam porro tempora iste minima corrupti harum. Dignissimos nostrum minima in culpa hic. Quas magnam tempora minus ipsam nam accusantium.,41904-563,Loteamento Enzo Gabriel Cardoso,Pindura Saia,da Rocha,MS,https://barbosa.net,https://facebook.com/barbosa,https://instagram.com/barbosa,21 995677917,https://youtube.com/barbosa,2017-05-19,20,34,Diego,Vieira,Guincheiro,Brenda,4,"móveis, roupas de adulto, alimentos não perecíveis, material escolar","Corporis deleniti earum voluptates. Quisquam eos et animi.
Dolores iste beatae quae vel maxime debitis.
Sint voluptatibus perspiciatis eos architecto. Ipsa eos deleniti quae aspernatur dignissimos.",barbosa@hotmail.com
Freitas,Freitas - ME,98.147.230/0001-82,Outros/Saúde,"Sapiente consequuntur incidunt excepturi hic. Numquam excepturi id animi cumque.
Voluptates alias sapiente doloremque architecto. Cumque mollitia fugiat voluptatem iure quam commodi et.",11326745,Morro da Luz,Funcionários,Fogaça,DF,https://freitas.br,https://facebook.com/freitas,https://instagram.com/freitas,41 916011095,https://youtube.com/freitas,1992-03-29,4,5,Vitor Gabriel,Sales,Salgadeira,Enrico,3,"utensílios domésticos, produtos para bebês, roupas de adulto","Voluptas dicta voluptate. Temporibus inventore ea quibusdam.
Nemo minus dolor eius. Sed odit quia nulla sit.",freitas@hotmail.com
da Mota Ribeiro S.A.,da Mota Ribeiro S.A. - ME,14.603.257/0001-42,Serviços jurídicos,Cupiditate totam ducimus ab doloremque veniam. Nostrum tempora repellendus quaerat exercitationem laudantium hic. Animi corrupti placeat amet.,33007682,Loteamento Nogueira,Independência,Sales de Caldeira,AC,https://da_mota_ribeiro_s.a..net,https://facebook.com/da_mota_ribeiro_s.a.,https://instagram.com/da_mota_ribeiro_s.a.,51 995838940,https://youtube.com/da_mota_ribeiro_s.a.,1971-08-20,7,12,Emanuella,Nogueira,Técnico em aviação,Enrico,2,"roupas de adulto, produtos de higiene pessoal",Ex a tempora explicabo. Soluta illo assumenda accusamus commodi nostrum possimus. Iusto laudantium officia.,da_mota_ribeiro_s.a.@yahoo.com.br
Cardoso,Cardoso - ME,19.386.527/0001-24,Saúde,"Hic reiciendis quas nobis iusto.
Quis perferendis temporibus odio.",95460340,Condomínio da Luz,Pirineus,Correia,MG,https://cardoso.com,https://facebook.com/cardoso,https://instagram.com/cardoso,81 968434049,https://youtube.com/cardoso,2000-04-10,5,5,Ian,Teixeira,Moleiro,João Lucas,2,"outros, ração para PETs",Nobis dolores quae corrupti sunt tempora. Omnis sit quibusdam nesciunt praesentium delectus voluptatem. Excepturi et exercitationem corrupti impedit.,cardoso@bol.com.br
Rodrigues da Conceição e Filhos,Rodrigues da Conceição e Filhos S/A,54.309.672/0001-02,Proteção ao consumidor,Necessitatibus doloremque provident officiis. Ipsa molestiae soluta. Dicta rem nam fuga veritatis doloribus.,27013826,Ladeira Gonçalves,Vila Petropolis,Porto,BA,https://rodrigues_da_conceicao_e_filhos.br,https://facebook.com/rodrigues_da_conceicao_e_filhos,https://instagram.com/rodrigues_da_conceicao_e_filhos,41 933821882,https://youtube.com/rodrigues_da_conceicao_e_filhos,1979-03-16,8,13,Pedro Lucas,Gomes,Técnico em aviação,Nicole,4,"ração para PETs, material de construção, sapatos, utensílios domésticos",Deserunt doloribus magnam facere dolores. Aliquid quo perspiciatis voluptas necessitatibus at illo cum. Possimus doloribus autem assumenda laudantium unde ab.,rodrigues_da_conceicao_e_filhos@uol.com.br
Cavalcanti,Cavalcanti - ME,06.815.932/0001-79,Ambulatório,Blanditiis ad pariatur dolorum accusamus. Non ducimus atque fugit.,26310-337,Sítio de Lima,Graça,Teixeira das Pedras,PA,https://cavalcanti.org,https://facebook.com/cavalcanti,https://instagram.com/cavalcanti,51 972352184,https://youtube.com/cavalcanti,1997-04-07,0,0,Evelyn,Moura,Músico,Otávio,2,"produtos de limpeza, cobertores e cobertas",Voluptate id repudiandae incidunt ea aspernatur unde cumque. Repellat temporibus dolorem sapiente at voluptatibus tempora.,cavalcanti@ig.com.br
Pereira S.A.,Pereira S.A. - ME,30.846.729/0001-44,Prevenção do crime,"Sapiente expedita voluptas corporis occaecati animi doloribus. Animi dolore quaerat quo. Commodi fugit laudantium.
Doloremque voluptatibus id asperiores velit. Ea culpa magnam dolor consectetur.",75578-305,Jardim Lara da Mata,Monte Azul,Almeida,RJ,https://pereira_s.a..net,https://facebook.com/pereira_s.a.,https://instagram.com/pereira_s.a.,84 940705621,https://youtube.com/pereira_s.a.,1992-10-02,9,11,Bruno,Correia,Conferente de recebimento,Marina,2,"utensílios domésticos, alimentos não perecíveis","Totam recusandae quasi corrupti. Consequuntur tempore asperiores atque.
Ut harum ipsam magnam ad possimus aut. Quis amet hic.
Quae rem aliquam neque suscipit dolores.",pereira_s.a.@uol.com.br
Lima,Lima S.A.,90.846.513/0001-00,Associações comunitárias,"Veniam corporis sit eos. Ad molestias ad asperiores tenetur nesciunt quo.
Corporis reprehenderit ipsa animi aliquid ipsa ipsa. Rerum nostrum dolorum nesciunt sint distinctio. Sunt quis ab officia.",07975-731,Estrada Porto,Granja De Freitas,Azevedo do Sul,SC,https://lima.com,https://facebook.com/lima,https://instagram.com/lima,51 915166324,https://youtube.com/lima,1975-07-20,4,6,Marcelo,Moraes,Leiloeiro,Bárbara,2,"sapatos, produtos de higiene pessoal","Non tenetur nemo dolorem.
Blanditiis eaque quibusdam nulla incidunt excepturi dignissimos at. Aliquam sunt quo sed adipisci.
Culpa temporibus provident.",lima@yahoo.com.br
Costela,Costela S.A.,84.025.396/0001-11,Serviços jurídicos,"Praesentium quibusdam vel cupiditate vero veniam.
Autem quia ut repudiandae. Nisi labore voluptate possimus quod quaerat.",56681911,Lago Otávio da Paz,Dom Bosco,da Rosa do Galho,GO,https://costela.br,https://facebook.com/costela,https://instagram.com/costela,41 981521890,https://youtube.com/costela,2021-06-15,20,27,Beatriz,Moreira,Personal stylist,Thomas,3,"alimentos perecíveis, material de construção, produtos para bebês",Sit voluptatibus at numquam sunt ad ad.,costela@gmail.com
Lopes,Lopes - ME,40.381.726/0001-36,Proteção ao consumidor,"Aperiam officiis quaerat voluptates sapiente. Autem reiciendis ullam dolor vel fuga.
Ad quibusdam suscipit culpa itaque ad exercitationem. Eveniet sapiente excepturi iure dolor totam voluptatibus.",67478-190,Estrada Kevin da Rosa,Vila Nova Cachoeirinha 2ª Seção,da Luz,RS,https://lopes.net,https://facebook.com/lopes,https://instagram.com/lopes,11 909872150,https://youtube.com/lopes,1978-04-09,19,24,Joana,Pereira,Dialoguista,Eduardo,5,"brinquedos, alimentos não perecíveis, outros, roupas infantis, sapatos","Eius eos voluptate optio. In sed labore temporibus saepe commodi quibusdam.
Quidem cumque qui suscipit hic ipsa. Sequi architecto animi tenetur.
Id eum eveniet saepe.",lopes@gmail.com
da Mata,da Mata - ME,36.782.015/0001-04,Outros/Educação,"Sequi ullam animi.
Soluta officiis assumenda. Officiis iure ipsam occaecati.",92882835,Rodovia Larissa Carvalho,São Gabriel,Gomes,GO,https://da_mata.net,https://facebook.com/da_mata,https://instagram.com/da_mata,51 915617323,https://youtube.com/da_mata,2022-04-15,16,23,Cauã,Viana,Técnico tributarista,João Felipe,3,"roupas de adulto, brinquedos, alimentos não perecíveis",Architecto voluptatibus dolor asperiores voluptatem a. Tempore quidem saepe ad non debitis aut.,da_mata@bol.com.br
Nunes Castro - EI,Nunes Castro - EI S/A,24.386.591/0001-45,Assistência a adultos,"Et ab dicta at. Illum at incidunt commodi ullam.
Temporibus iusto officia itaque repudiandae rem sequi. A magnam minus explicabo aliquam itaque.",99413265,Sítio Lopes,Saudade,Ramos,RR,https://nunes_castro_-_ei.com,https://facebook.com/nunes_castro_-_ei,https://instagram.com/nunes_castro_-_ei,11 973059924,https://youtube.com/nunes_castro_-_ei,1988-11-09,7,9,João Felipe,das Neves,Engenheiro de controle e automação,Davi Lucas,1,roupas de cama,"Repellendus unde laudantium eveniet architecto dignissimos ab animi. Culpa repellat debitis voluptas natus possimus.
Suscipit voluptatum in velit. Corrupti culpa quia culpa facilis iure hic.",nunes_castro_-_ei@yahoo.com.br
Rocha Ltda.,Rocha Ltda. e Filhos,18.463.297/0001-97,Hospital,"Beatae blanditiis provident dolor. Facilis non non error qui. Voluptates accusamus saepe fugiat.
Alias ipsam eaque quasi sit voluptatibus aspernatur. Harum a nobis nihil delectus rem.",42910507,Campo Maitê Silveira,Confisco,Lopes da Prata,MG,https://rocha_ltda..net,https://facebook.com/rocha_ltda.,https://instagram.com/rocha_ltda.,41 955383924,https://youtube.com/rocha_ltda.,1972-06-13,6,10,Diego,Moura,Físico nuclear,Ana Beatriz,1,ração para PETs,Recusandae ducimus ratione nam nulla. Quos occaecati aliquam repudiandae. Quas sequi enim ipsa nihil error harum.,rocha_ltda.@uol.com.br
Correia,Correia S.A.,54.093.268/0001-44,Assistência a jovens,Corporis necessitatibus facere aut. Vero hic nostrum architecto unde explicabo sapiente sint. Nam esse at ipsum quod.,31271-569,Estrada de Moraes,Beija Flor,Cardoso,MS,https://correia.com,https://facebook.com/correia,https://instagram.com/correia,71 942540232,https://youtube.com/correia,2012-10-03,8,8,Maria,Mendes,Ginecologista,Olivia,3,"ração para PETs, produtos de limpeza, utensílios domésticos",Voluptate impedit ex eligendi repellat aliquid eligendi. Inventore doloremque minus aspernatur quia aut molestiae est. Atque asperiores eligendi culpa quam cupiditate quia.,correia@hotmail.com
da Luz Nascimento - EI,da Luz Nascimento - EI - EI,45.320.789/0001-04,Creches,Laboriosam dignissimos consectetur quibusdam harum neque doloremque. Cupiditate ad reprehenderit. Voluptatum earum quasi facere.,32160-092,Viaduto Sophie Aragão,Gameleira,da Rosa das Flores,DF,https://da_luz_nascimento_-_ei.com,https://facebook.com/da_luz_nascimento_-_ei,https://instagram.com/da_luz_nascimento_-_ei,84 969245367,https://youtube.com/da_luz_nascimento_-_ei,2009-03-11,0,0,Davi Lucca,Jesus,Urologista,Isabelly,1,ração para PETs,Sint eaque corrupti quam odio. Non asperiores eum fugit rerum ex corporis. In dolor eum molestias enim.,da_luz_nascimento_-_ei@hotmail.com
Silva - EI,Silva - EI S.A.,28.346.591/0001-72,Assistência material,"Eum modi sapiente beatae unde voluptates atque vero.
Veniam alias deleniti voluptatum quas. Doloremque id unde aliquam aut doloribus. Fugiat tenetur nulla laboriosam.",23131024,Estação Caio da Rocha,Lagoa,da Costa,AC,https://silva_-_ei.org,https://facebook.com/silva_-_ei,https://instagram.com/silva_-_ei,21 909865216,https://youtube.com/silva_-_ei,2016-07-24,1,2,Anthony,Campos,Dublê,Lucas Gabriel,5,"roupas de cama, material de construção, ração para PETs, cobertores e cobertas, prendas",Porro officia ducimus necessitatibus delectus consequatur. Qui suscipit sequi sunt id magnam quo. Inventore debitis repellendus similique cum.,silva_-_ei@uol.com.br
